Date,Open,High,Low,Close,Volume
7/22/1982,0.2567,0.2589,0.2567,0.2567,8803209
7/23/1982,0.2522,0.2545,0.2522,0.2522,4575204.5
7/26/1982,0.2411,0.2433,0.2411,0.2411,14212814
7/27/1982,0.2411,0.2433,0.2411,0.2411,8080808
7/28/1982,0.2299,0.2321,0.2299,0.2299,13378413
7/29/1982,0.2389,0.2411,0.2389,0.2389,15467215
7/30/1982,0.2411,0.2433,0.2411,0.2411,9654410
8/2/1982,0.2478,0.25,0.2478,0.2478,23598424
8/3/1982,0.2321,0.2344,0.2321,0.2321,22467222
8/4/1982,0.2299,0.2321,0.2299,0.2299,20966420
8/5/1982,0.221,0.2232,0.221,0.221,17438418
8/6/1982,0.2187,0.221,0.2187,0.2187,24208824
8/9/1982,0.221,0.2232,0.221,0.221,14028014
8/10/1982,0.2344,0.2366,0.2344,0.2344,28061628
8/11/1982,0.2366,0.2389,0.2366,0.2366,17472018
8/12/1982,0.2344,0.2366,0.2344,0.2344,7655207.5
8/13/1982,0.2344,0.2366,0.2344,0.2344,6490406.5
8/16/1982,0.2389,0.2411,0.2389,0.2389,9604010
8/17/1982,0.2545,0.2589,0.2545,0.2545,11933612
8/18/1982,0.2545,0.2567,0.2545,0.2545,31264832
8/19/1982,0.2567,0.2589,0.2567,0.2567,11905612
8/20/1982,0.2634,0.2656,0.2634,0.2634,13714414
8/23/1982,0.2746,0.2768,0.2746,0.2746,17421618
8/24/1982,0.288,0.2902,0.288,0.288,38942440
8/25/1982,0.308,0.3103,0.308,0.308,89269688
8/26/1982,0.317,0.3192,0.317,0.317,52645652
8/27/1982,0.3014,0.3036,0.3014,0.3014,24662424
8/30/1982,0.3058,0.308,0.3058,0.3058,20109620
8/31/1982,0.3214,0.3237,0.3214,0.3214,35140036
9/1/1982,0.3125,0.3147,0.3125,0.3125,20641620
9/2/1982,0.3259,0.3281,0.3259,0.3259,18855218
9/3/1982,0.3281,0.3304,0.3281,0.3281,26135226
9/7/1982,0.3103,0.3125,0.3103,0.3103,20344820
9/8/1982,0.3214,0.3237,0.3214,0.3214,18082418
9/9/1982,0.3147,0.317,0.3147,0.3147,15898416
9/10/1982,0.3237,0.3259,0.3237,0.3237,14016814
9/13/1982,0.3259,0.3281,0.3259,0.3259,14722415
9/14/1982,0.3371,0.3393,0.3371,0.3371,25373626
9/15/1982,0.3348,0.3371,0.3348,0.3348,17936818
9/16/1982,0.3237,0.3281,0.3237,0.3237,20092820
9/17/1982,0.317,0.3192,0.317,0.317,13512814
